"","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc"
"388090",24000," 60 months",15.61,"D","D1","10+ years","MORTGAGE",86000,"Verified","debt_consolidation","594xx",31.33,0,"May-91",0,12,0,13873,75.8,34
"484803",20000," 60 months",18.99,"E","E3","10+ years","MORTGAGE",50000,"Verified","debt_consolidation","700xx",19.71,0,"Jul-96",3,8,0,23503,88.4,24
"686184",18000," 36 months",9.17,"B","B2","3 years","RENT",50000,"Not Verified","debt_consolidation","056xx",21.15,0,"Mar-91",0,6,0,13783,88.9,22
"516574",25000," 36 months",13.18,"C","C3","10+ years","RENT",120000,"Verified","debt_consolidation","953xx",25.68,0,"Oct-01",0,10,1,16004,78.5,26
"527750",6000," 36 months",12.05,"C","C1","2 years","RENT",30000,"Source Verified","debt_consolidation","330xx",30.32,1,"Apr-10",1,15,0,9908,42.5,24
"80763",12000," 36 months",14.3,"C","C1","9 years","MORTGAGE",84000,"Verified","credit_card","921xx",12.67,0,"Nov-00",0,11,0,25438,96.4,40
"540416",20000," 36 months",8.18,"B","B1","6 years","MORTGAGE",110000,"Source Verified","credit_card","481xx",8.32,0,"Aug-02",0,7,0,22668,81,16
"150547",28000," 36 months",7.62,"A","A3","10+ years","MORTGAGE",220000,"Source Verified","credit_card","117xx",9.49,0,"Aug-91",0,13,0,76374,56.5,27
"719472",10000," 36 months",12.29,"C","C1","3 years","RENT",45000,"Not Verified","debt_consolidation","700xx",13.79,0,"Aug-02",1,16,1,10383,64.5,22
"850812",25000," 60 months",8.67,"B","B1","5 years","MORTGAGE",58000,"Source Verified","credit_card","641xx",24.96,0,"Oct-02",0,21,0,40716,32.1,34
"270024",23000," 60 months",14.99,"C","C5","6 years","OWN",79000,"Source Verified","debt_consolidation","331xx",11.35,0,"Jul-97",0,11,1,9560,46.2,24
"281033",10800," 60 months",12.99,"C","C1","7 years","MORTGAGE",50000,"Not Verified","debt_consolidation","112xx",8.59,0,"Sep-02",0,5,0,10891,77.2,12
"373342",24500," 36 months",7.69,"A","A4","10+ years","MORTGAGE",74000,"Source Verified","debt_consolidation","300xx",20,1,"Jul-87",0,16,0,25304,26.9,49
"467083",18000," 60 months",20.5,"E","E4","8 years","MORTGAGE",60000,"Verified","moving","156xx",34.38,1,"May-08",0,7,0,4025,71.9,17
"780022",14000," 36 months",11.53,"B","B5","10+ years","MORTGAGE",80000,"Source Verified","debt_consolidation","553xx",6.29,0,"May-94",2,12,0,14964,41.6,19
"400940",14000," 36 months",10.99,"B","B2","< 1 year","RENT",60000,"Not Verified","credit_card","926xx",14.26,0,"Sep-06",1,20,0,13983,96.4,23
"810650",18000," 60 months",9.99,"B","B3","10+ years","RENT",86000,"Not Verified","other","852xx",16.7,0,"Nov-02",1,14,0,579,2.6,36
"404",30000," 60 months",21.28,"F","F2","6 years","MORTGAGE",92000,"Source Verified","home_improvement","067xx",17.57,0,"Mar-88",2,17,0,36497,74.5,62
"187216",5500," 36 months",7.9,"A","A4","4 years","RENT",19000,"Not Verified","debt_consolidation","488xx",25.52,0,"Mar-04",1,8,0,6880,47.4,15
"608928",15000," 36 months",7.26,"A","A4","2 years","RENT",52000,"Not Verified","credit_card","852xx",11.94,0,"May-85",0,7,0,9254,67.1,14
"477153",28000," 36 months",10.64,"B","B4","7 years","MORTGAGE",90000,"Not Verified","credit_card","021xx",27.59,0,"Feb-99",0,11,0,39172,76.7,23
"197518",11000," 36 months",15.8,"C","C3","7 years","MORTGAGE",42000,"Not Verified","debt_consolidation","337xx",19.71,0,"Sep-97",2,16,0,14347,80.6,39
"148552",16000," 36 months",8.9,"A","A5","< 1 year","MORTGAGE",115000,"Verified","debt_consolidation","331xx",7.51,0,"Sep-91",0,11,0,9722,72,20
"304956",10000," 36 months",8.39,"A","A5","2 years","RENT",48000,"Verified","major_purchase","337xx",20.05,0,"May-00",0,27,0,15576,40.9,68
"820934",6400," 36 months",6.92,"A","A4","2 years","RENT",64200,"Not Verified","other","799xx",23.12,0,"Sep-05",0,17,0,1725,14.6,26
"155093",21850," 60 months",13.11,"B","B4","10+ years","MORTGAGE",50000,"Verified","debt_consolidation","760xx",27.77,0,"Jul-90",1,15,0,38651,45.6,29
"573271",3500," 36 months",11.53,"B","B5","8 years","RENT",32000,"Verified","debt_consolidation","646xx",27.72,0,"Dec-00",1,12,1,1613,27.3,19
"518213",30000," 60 months",21.99,"F","F1","4 years","MORTGAGE",76000,"Source Verified","major_purchase","331xx",24.55,0,"Feb-11",0,23,0,9685,18.8,26
"350829",10000," 36 months",11.67,"B","B4","4 years","MORTGAGE",70000,"Not Verified","debt_consolidation","493xx",7.41,0,"Jun-99",1,11,0,8079,41.4,19
"277614",2500," 36 months",14.49,"C","C4","10+ years","MORTGAGE",65000,"Not Verified","debt_consolidation","333xx",32.99,0,"Aug-94",0,12,0,209506,78,24
"609843",4000," 36 months",11.53,"B","B5","n/a","RENT",15000,"Verified","major_purchase","890xx",21.28,1,"Sep-96",0,6,0,1615,1.7,10
"369019",14600," 36 months",16.29,"D","D2","10+ years","OWN",32500,"Verified","debt_consolidation","729xx",32.75,0,"Oct-95",1,22,0,15066,56.6,27
"883081",35000," 36 months",14.99,"C","C5","2 years","RENT",125000,"Verified","credit_card","945xx",21.24,0,"Mar-08",1,14,0,33465,41.1,23
"682108",6250," 36 months",18.25,"E","E1","n/a","MORTGAGE",23000,"Verified","debt_consolidation","381xx",11.53,0,"Nov-90",1,9,0,24,0.2,19
"344499",21075," 60 months",18.24,"D","D5","6 years","MORTGAGE",48000,"Source Verified","debt_consolidation","028xx",22,0,"Sep-95",0,13,0,26592,36.5,21
"72299",21000," 36 months",7.62,"A","A3","10+ years","MORTGAGE",65000,"Verified","credit_card","183xx",17.95,0,"Aug-99",0,19,0,17783,29.1,39
"425072",15000," 60 months",13.65,"C","C1","7 years","RENT",98000,"Source Verified","debt_consolidation","122xx",12.91,0,"Nov-99",1,13,0,8420,37.4,38
"324688",12000," 36 months",12.99,"C","C1","4 years","RENT",48000,"Source Verified","credit_card","372xx",22.8,0,"Sep-04",0,12,0,10847,74.8,23
"608128",16000," 36 months",12.69,"C","C2","10+ years","RENT",56000,"Source Verified","credit_card","900xx",33.88,1,"Mar-01",0,12,1,8864,73.9,20
"820750",12000," 36 months",9.99,"B","B3","n/a","MORTGAGE",60000,"Verified","debt_consolidation","400xx",24.45,0,"Oct-81",2,15,1,12881,45,21
"742308",13625," 36 months",15.61,"D","D1","6 years","MORTGAGE",125000,"Source Verified","debt_consolidation","786xx",7.44,0,"Sep-01",0,5,0,1731,28.8,12
"635898",13000," 36 months",10.99,"B","B4","2 years","RENT",81000,"Source Verified","debt_consolidation","115xx",11.91,7,"May-03",1,11,0,3300,57.9,33
"618874",6600," 36 months",13.99,"C","C4","2 years","MORTGAGE",28000,"Not Verified","debt_consolidation","565xx",8.32,0,"Apr-88",1,8,1,2146,16.4,47
"409260",19500," 60 months",19.99,"E","E1","6 years","MORTGAGE",55718,"Not Verified","debt_consolidation","316xx",21.62,4,"Mar-01",1,9,0,8922,47.7,18
"633331",5000," 36 months",9.17,"B","B2","8 years","RENT",19000,"Source Verified","debt_consolidation","347xx",33.61,1,"Aug-94",1,12,0,4691,25.5,24
"304371",20000," 36 months",13.98,"C","C3","4 years","RENT",68000,"Verified","credit_card","939xx",8.69,0,"Jul-88",2,17,0,18644,38.2,36
"270730",8825," 36 months",20.2,"E","E3","1 year","RENT",35251,"Source Verified","credit_card","782xx",22.27,0,"Mar-02",1,18,0,9974,71.2,30
"203849",6000," 36 months",11.14,"B","B2","n/a","OWN",31000,"Verified","credit_card","531xx",10.86,0,"Mar-00",2,9,0,8571,69.1,12
"736331",15225," 60 months",19.19,"E","E3","10+ years","MORTGAGE",37807,"Verified","debt_consolidation","853xx",22.76,0,"Feb-91",0,14,1,11905,58.1,36
"115148",12000," 36 months",11.55,"B","B3","10+ years","RENT",66000,"Not Verified","debt_consolidation","182xx",29.66,0,"Oct-86",0,16,0,29873,52.4,29
"773255",15000," 60 months",8.18,"B","B1","< 1 year","RENT",45000,"Source Verified","credit_card","850xx",27.92,0,"Dec-02",1,11,0,15597,82.1,22
"812737",18000," 60 months",20.49,"E","E4","5 years","RENT",45000,"Verified","debt_consolidation","103xx",30.16,0,"Jan-07",1,16,0,5724,34.9,26
"315327",12000," 60 months",23.43,"F","F1","4 years","RENT",40000,"Verified","debt_consolidation","845xx",27.04,0,"Jan-03",1,18,0,3811,66.9,47
"850308",1000," 36 months",12.99,"C","C2","n/a","RENT",16920,"Verified","other","060xx",7.23,0,"Oct-05",0,4,1,3462,78.7,4
"664711",10000," 36 months",8.18,"B","B1","10+ years","MORTGAGE",60000,"Source Verified","credit_card","023xx",18.74,0,"Apr-03",0,9,0,15599,73.6,28
"440265",4100," 36 months",18.25,"D","D3","1 year","RENT",70000,"Not Verified","debt_consolidation","209xx",21.29,0,"Jul-05",1,7,0,1981,63.9,9
"799123",16000," 36 months",11.53,"B","B5","10+ years","MORTGAGE",60000,"Not Verified","credit_card","852xx",20.42,0,"Oct-98",0,14,0,16293,43.7,24
"703593",10000," 36 months",8.18,"B","B1","< 1 year","RENT",61000,"Not Verified","debt_consolidation","117xx",24.65,0,"Nov-99",0,19,1,7819,16.8,42
"214713",13600," 36 months",18.25,"D","D3","10+ years","RENT",48000,"Verified","debt_consolidation","333xx",16.08,0,"Mar-04",0,10,0,22254,64.5,14
"821389",20000," 60 months",18.84,"E","E2","< 1 year","MORTGAGE",113000,"Source Verified","credit_card","328xx",14.46,0,"Jun-97",2,12,1,13646,43.5,31
"205163",20000," 36 months",7.62,"A","A3","5 years","MORTGAGE",80000,"Not Verified","home_improvement","922xx",2.21,0,"Oct-85",1,10,0,42131,7.6,28
"798133",2000," 36 months",11.53,"B","B5","6 years","MORTGAGE",41000,"Not Verified","debt_consolidation","314xx",14.34,0,"Dec-00",0,10,0,9291,56.7,22
"380079",10000," 60 months",18.24,"D","D5","n/a","RENT",30000,"Verified","debt_consolidation","194xx",30,1,"Mar-01",2,13,0,4141,49.9,41
"823560",16550," 60 months",10.99,"B","B4","2 years","RENT",44000,"Source Verified","debt_consolidation","441xx",29,0,"Oct-02",0,14,0,16587,68.3,30
"385596",19675," 60 months",24.99,"F","F4","10+ years","MORTGAGE",58000,"Source Verified","credit_card","473xx",26.86,0,"Jul-96",2,13,0,27702,84.7,21
"464398",28000," 36 months",7.62,"A","A3","10+ years","MORTGAGE",250000,"Verified","home_improvement","320xx",4.06,0,"Jan-91",3,8,0,4225,5.8,25
"780575",9075," 36 months",10.99,"B","B4","3 years","OWN",33000,"Source Verified","debt_consolidation","622xx",16.62,0,"Feb-00",0,4,0,18265,79.4,17
"761447",12500," 36 months",6.92,"A","A4","n/a","MORTGAGE",68000,"Verified","credit_card","328xx",9.97,0,"Aug-83",0,18,0,15054,22.4,40
"587837",20000," 36 months",12.29,"C","C1","10+ years","MORTGAGE",101000,"Source Verified","debt_consolidation","402xx",14.72,0,"Feb-95",1,14,0,16356,76.8,37
"408761",4800," 36 months",12.49,"B","B4","1 year","OWN",25000,"Not Verified","debt_consolidation","064xx",22.9,1,"May-06",0,12,0,6120,48.2,15
"463455",18000," 36 months",10.99,"B","B2","2 years","MORTGAGE",65000,"Not Verified","debt_consolidation","973xx",20.49,0,"Apr-03",1,16,0,12000,86.3,29
"505450",25000," 60 months",9.17,"B","B2","2 years","OWN",130000,"Not Verified","credit_card","759xx",20.63,0,"Oct-97",0,8,0,48204,67.1,10
"594042",13500," 36 months",7.89,"A","A5","8 years","RENT",77000,"Not Verified","debt_consolidation","945xx",12.8,0,"Dec-97",0,7,0,14205,36.6,10
"381290",10000," 36 months",7.69,"A","A4","10+ years","OWN",2e+05,"Source Verified","home_improvement","320xx",5.74,0,"Sep-05",0,8,0,10506,22.4,11
"261716",9000," 36 months",11.99,"B","B5","n/a","MORTGAGE",2e+05,"Not Verified","credit_card","100xx",4.12,0,"Feb-85",1,9,0,22239,98.8,18
"477171",1500," 36 months",9.17,"B","B2","4 years","MORTGAGE",20000,"Source Verified","home_improvement","331xx",25.87,0,"Jun-93",0,8,1,1304,14.8,25
"792863",13025," 36 months",14.65,"C","C5","3 years","RENT",65000,"Source Verified","other","980xx",23.71,0,"Jul-03",1,10,0,5916,55.8,27
"556627",25325," 60 months",10.99,"B","B4","10+ years","RENT",65000,"Source Verified","credit_card","786xx",13.66,0,"Aug-01",0,7,0,20607,54.1,10
"129381",9600," 36 months",18.49,"D","D2","10+ years","OWN",51000,"Not Verified","debt_consolidation","104xx",22.28,0,"Nov-98",0,14,0,8661,41.4,63
"384359",14000," 36 months",10.99,"B","B3","3 years","RENT",140000,"Not Verified","debt_consolidation","208xx",11.52,0,"Sep-98",0,11,0,40382,53.1,24
"270756",15000," 36 months",18.24,"D","D5","< 1 year","RENT",47500,"Source Verified","credit_card","797xx",25.54,0,"Oct-03",2,17,2,14058,71.7,35
"528095",3600," 36 months",16.99,"D","D3","n/a","MORTGAGE",56000,"Verified","moving","604xx",24.09,0,"Aug-94",2,22,1,1916,5.8,36
"10565",35000," 60 months",15.23,"C","C5","9 years","MORTGAGE",163000,"Verified","debt_consolidation","105xx",3.7,0,"Nov-03",2,14,0,47644,39.7,26
"364432",30000," 60 months",20.99,"E","E4","8 years","MORTGAGE",174000,"Verified","debt_consolidation","923xx",13.09,0,"Sep-02",3,15,0,29511,90.5,26
"519788",15000," 60 months",8.18,"B","B1","10+ years","RENT",1e+05,"Not Verified","credit_card","119xx",19.68,0,"Aug-94",0,13,0,32912,59.9,30
"446639",7800," 36 months",12.85,"B","B4","5 years","RENT",44000,"Not Verified","credit_card","550xx",19.97,0,"Feb-03",1,11,0,3555,74.1,13
"324977",20000," 36 months",14.99,"C","C5","5 years","RENT",99000,"Source Verified","debt_consolidation","220xx",19.57,0,"Mar-97",4,16,0,11714,71,51
"211364",3000," 36 months",12.12,"B","B3","3 years","MORTGAGE",50000,"Not Verified","other","913xx",18.67,2,"Jan-08",0,8,0,1218,42,10
"445849",15000," 36 months",7.62,"A","A3","3 years","MORTGAGE",85000,"Verified","debt_consolidation","330xx",12.01,1,"May-98",0,7,0,10815,21,17
"187907",25000," 36 months",13.11,"B","B4","4 years","MORTGAGE",63000,"Verified","debt_consolidation","331xx",31.41,0,"May-98",0,12,0,27772,67.4,21
"599464",3500," 36 months",9.99,"B","B3","n/a","RENT",12000,"Verified","debt_consolidation","907xx",11.5,0,"Nov-97",0,6,0,2923,35.6,15
"42040",8050," 36 months",10.78,"C","C1","10+ years","RENT",60000,"Not Verified","house","843xx",3.48,0,"Jul-07",8,3,0,0,0,3
"633997",16800," 60 months",17.86,"D","D5","10+ years","MORTGAGE",40000,"Source Verified","debt_consolidation","504xx",30.12,2,"Apr-75",0,14,1,9955,40,43
"243872",35000," 36 months",15.59,"D","D1","10+ years","RENT",1e+05,"Verified","debt_consolidation","110xx",17.73,0,"Oct-99",0,20,0,32630,57.4,28
"750869",15000," 36 months",9.17,"B","B2","10+ years","RENT",40000,"Not Verified","debt_consolidation","982xx",27.18,0,"Mar-06",0,15,0,12726,35.6,24
"782243",4800," 36 months",15.61,"D","D1","10+ years","MORTGAGE",58000,"Not Verified","debt_consolidation","932xx",37.64,0,"Sep-00",0,9,0,15697,91.8,24
"277863",25000," 36 months",10.15,"B","B2","10+ years","MORTGAGE",56000,"Source Verified","debt_consolidation","342xx",21.11,0,"May-92",0,14,0,20805,65.6,25
"278033",6500," 36 months",6.03,"A","A1","5 years","RENT",18000,"Not Verified","debt_consolidation","606xx",10.93,0,"Dec-99",0,6,0,2280,10.7,20
"186492",8000," 36 months",6.03,"A","A1","10+ years","MORTGAGE",91000,"Not Verified","major_purchase","481xx",0.53,0,"Mar-00",0,8,0,447,1.5,25
"22468",6000," 36 months",5.79,"A","A2","3 years","RENT",40000,"Not Verified","debt_consolidation","981xx",15.15,0,"Sep-94",0,13,0,10243,20.7,45
"94812",20425," 60 months",14.33,"C","C2","10+ years","MORTGAGE",46800,"Source Verified","debt_consolidation","271xx",11.18,0,"Feb-87",0,7,0,19456,54,19
"626827",5000," 36 months",12.69,"C","C2","< 1 year","OWN",31200,"Verified","debt_consolidation","789xx",21.38,0,"Dec-02",0,14,0,22019,87,37
"172976",17000," 60 months",21.49,"E","E3","10+ years","RENT",40000,"Verified","debt_consolidation","553xx",16.77,0,"Mar-90",0,11,0,16079,91.9,23
"387438",25000," 36 months",14.99,"C","C5","6 years","RENT",115000,"Verified","credit_card","111xx",5.83,1,"Nov-05",3,13,0,20854,35.5,22
"134791",17600," 60 months",23.83,"F","F5","2 years","RENT",45000,"Source Verified","wedding","104xx",22.59,0,"Nov-05",0,10,0,9361,94.6,13
"610463",30000," 60 months",9.99,"B","B3","10+ years","MORTGAGE",65000,"Source Verified","home_improvement","902xx",21.47,0,"Feb-96",2,14,0,6594,9.9,34
"639500",10000," 36 months",13.99,"C","C4","9 years","RENT",35000,"Source Verified","debt_consolidation","919xx",38.1,0,"Mar-01",1,15,0,22387,65,24
"467679",4500," 36 months",9.8,"B","B3","7 years","RENT",24000,"Source Verified","credit_card","752xx",4.85,0,"Feb-11",0,4,0,3436,25.3,6
"319802",10675," 36 months",25.8,"G","G1","3 years","RENT",43000,"Verified","other","440xx",15.21,1,"Nov-05",4,10,0,604,11.8,23
"352828",25000," 60 months",20.99,"E","E4","< 1 year","MORTGAGE",60000,"Source Verified","debt_consolidation","060xx",20.32,2,"Nov-90",0,12,1,15216,62.1,26
"375626",13375," 60 months",18.24,"D","D5","2 years","OWN",32000,"Verified","credit_card","841xx",17.93,0,"Dec-02",2,17,0,12918,22.9,34
"667297",8000," 36 months",16.99,"D","D3","2 years","RENT",62000,"Verified","debt_consolidation","980xx",18.52,0,"Oct-07",2,12,0,5060,55.6,20
"744708",4225," 36 months",14.65,"C","C5","10+ years","RENT",75000,"Source Verified","other","967xx",14.22,0,"Jun-01",1,6,0,0,0,23
"513361",5200," 36 months",9.17,"B","B2","4 years","RENT",62500,"Not Verified","credit_card","802xx",26.52,0,"Sep-08",1,9,0,16932,96.2,13
"162881",5000," 36 months",13.11,"B","B4","< 1 year","RENT",58795,"Verified","debt_consolidation","921xx",27.7,1,"Jun-01",0,10,0,7098,66.3,27
"550007",10000," 36 months",5.32,"A","A1","10+ years","MORTGAGE",87000,"Verified","debt_consolidation","125xx",3.7,1,"Nov-85",0,6,0,615,3.6,33
"504637",9350," 36 months",7.89,"A","A5","3 years","MORTGAGE",110000,"Not Verified","credit_card","851xx",13.1,0,"Oct-04",3,15,1,392,1.3,33
"620601",28000," 60 months",15.61,"D","D1","6 years","RENT",140000,"Source Verified","debt_consolidation","913xx",14.49,2,"Mar-03",1,13,2,11001,15.6,22
"195285",14075," 36 months",15.31,"C","C2","5 years","OWN",48000,"Source Verified","debt_consolidation","229xx",25.7,0,"Jun-05",2,13,0,11907,53.6,19
"192099",12250," 36 months",12.12,"B","B3","n/a","RENT",35664,"Verified","debt_consolidation","421xx",19.11,0,"Jun-96",0,12,0,16254,37.3,27
"120592",8400," 36 months",11.55,"B","B3","2 years","RENT",95000,"Not Verified","debt_consolidation","021xx",20.67,0,"Jun-87",0,16,0,19182,42.8,25
"739755",20000," 60 months",12.69,"C","C2","10+ years","MORTGAGE",47000,"Source Verified","debt_consolidation","436xx",22.68,0,"Jun-94",0,10,1,11591,73.8,29
"687820",6500," 36 months",6.24,"A","A2","n/a","RENT",52000,"Verified","debt_consolidation","070xx",30.28,0,"Aug-00",0,18,1,4453,14.8,30
"486335",10000," 36 months",11.22,"B","B5","3 years","RENT",35000,"Source Verified","credit_card","752xx",7.55,1,"Feb-12",2,8,0,6957,44.6,10
"839071",9000," 36 months",6.92,"A","A4","10+ years","MORTGAGE",53000,"Not Verified","credit_card","550xx",6.82,0,"Dec-97",0,16,0,12011,47.5,40
"337180",20000," 36 months",10.15,"B","B2","4 years","RENT",77000,"Source Verified","debt_consolidation","200xx",14.11,2,"Nov-00",1,8,0,7395,55.2,21
"610243",28000," 36 months",7.89,"A","A5","10+ years","OWN",105700,"Not Verified","debt_consolidation","280xx",25.22,0,"Jun-98",2,19,0,87096,52.6,41
"842436",22000," 36 months",12.69,"C","C2","3 years","MORTGAGE",1e+05,"Verified","debt_consolidation","359xx",20.62,0,"Sep-91",1,22,0,31362,59.7,45
"252012",10400," 36 months",11.99,"B","B5","10+ years","MORTGAGE",45000,"Not Verified","debt_consolidation","481xx",4.13,0,"Jul-90",0,5,1,8186,48.2,15
"770873",5000," 36 months",7.89,"A","A5","5 years","RENT",18772,"Source Verified","debt_consolidation","073xx",23.5,0,"May-05",1,8,0,12387,47.3,10
"251809",24000," 60 months",14.99,"C","C5","< 1 year","MORTGAGE",73000,"Source Verified","credit_card","180xx",16.52,0,"Jun-99",1,19,0,41294,59.6,49
"148941",10000," 36 months",8.9,"A","A5","6 years","MORTGAGE",80000,"Not Verified","credit_card","924xx",11.72,0,"Dec-99",3,13,0,12418,30.8,18
"67084",15000," 36 months",11.99,"B","B3","6 years","RENT",85000,"Not Verified","debt_consolidation","921xx",10.66,6,"Jul-02",2,5,0,7017,70.9,35
"571017",5000," 36 months",15.61,"D","D1","n/a","MORTGAGE",55600,"Source Verified","other","756xx",19.94,3,"Jun-82",1,8,1,2198,17.3,24
"169194",15000," 36 months",13.11,"B","B4","10+ years","MORTGAGE",60000,"Not Verified","credit_card","335xx",15.72,0,"Dec-04",1,9,0,14124,48.4,17
"146192",10000," 36 months",15.31,"C","C2","10+ years","MORTGAGE",55000,"Not Verified","debt_consolidation","088xx",19.33,0,"Aug-95",2,12,0,23802,77.5,36
"197727",25000," 36 months",7.9,"A","A4","5 years","RENT",275000,"Verified","debt_consolidation","921xx",6.13,1,"Dec-69",2,13,0,4504,11.6,23
"325166",3000," 36 months",23.43,"F","F1","< 1 year","MORTGAGE",116000,"Not Verified","other","208xx",14.46,0,"Aug-00",2,10,0,33191,84,17
"448629",16000," 60 months",14.47,"C","C2","n/a","MORTGAGE",65000,"Verified","debt_consolidation","786xx",14.12,1,"Feb-90",1,7,0,11502,56.9,40
"429468",12000," 60 months",18.25,"D","D3","3 years","RENT",45000,"Source Verified","credit_card","921xx",18.75,4,"Mar-98",2,20,0,6066,44.3,28
"378887",12000," 60 months",14.99,"C","C5","6 years","MORTGAGE",51888,"Verified","debt_consolidation","255xx",16.21,0,"Aug-95",1,17,1,7687,51.9,39
"438613",25000," 36 months",13.65,"C","C1","7 years","MORTGAGE",50000,"Verified","home_improvement","284xx",9.53,0,"Oct-88",0,6,0,252,4.8,6
"618706",12000," 60 months",12.29,"C","C1","6 years","MORTGAGE",51939,"Not Verified","debt_consolidation","452xx",27.66,0,"Mar-03",0,7,0,5268,69.3,14
"103043",7750," 36 months",13.05,"B","B5","10+ years","MORTGAGE",49000,"Verified","debt_consolidation","925xx",22.29,0,"Oct-04",1,7,0,3956,71.9,20
"366627",15000," 36 months",7.69,"A","A4","10+ years","MORTGAGE",64000,"Source Verified","credit_card","790xx",23.25,0,"Oct-04",1,16,0,17451,33.6,36
"763099",24000," 60 months",7.89,"A","A5","10+ years","MORTGAGE",80000,"Verified","debt_consolidation","307xx",22.37,0,"Dec-01",0,12,0,17958,25.4,29
"805136",10000," 36 months",6.39,"A","A2","10+ years","MORTGAGE",136000,"Source Verified","debt_consolidation","925xx",29.12,0,"Oct-88",0,25,0,258399,44,47
"94334",16800," 60 months",13.68,"C","C1","7 years","RENT",52000,"Source Verified","debt_consolidation","706xx",9.37,0,"Sep-03",0,6,0,11386,71.6,10
"593951",30000," 36 months",11.53,"B","B5","5 years","MORTGAGE",82000,"Verified","debt_consolidation","238xx",24.21,0,"Oct-84",0,10,0,41381,91.3,23
"390419",12000," 36 months",8.39,"A","A5","2 years","MORTGAGE",52000,"Not Verified","credit_card","631xx",11.21,0,"Sep-04",0,16,0,11808,82,30
"124218",20000," 60 months",15.8,"C","C3","9 years","MORTGAGE",75000,"Verified","debt_consolidation","620xx",13.68,0,"Oct-94",0,6,0,15721,68.4,26
"317827",10575," 36 months",14.99,"C","C5","8 years","RENT",48000,"Source Verified","debt_consolidation","750xx",22.73,1,"Jun-04",4,15,0,2350,31.3,28
"808431",10000," 36 months",9.99,"B","B3","n/a","MORTGAGE",75000,"Verified","home_improvement","432xx",13.1,0,"Jul-96",2,11,0,4414,27.4,26
"548057",8000," 36 months",10.99,"B","B4","9 years","OWN",42000,"Verified","debt_consolidation","030xx",29.34,0,"Dec-05",2,9,0,7776,40.5,28
"78459",10000," 36 months",11.99,"B","B3","10+ years","MORTGAGE",55000,"Source Verified","debt_consolidation","770xx",25.03,0,"Jun-98",0,13,0,10428,70,40
"22797",1800," 36 months",13.35,"C","C4","1 year","RENT",48000,"Source Verified","other","212xx",6.1,0,"Oct-02",1,6,0,4244,81.6,20
"208950",16575," 36 months",18.75,"D","D3","8 years","MORTGAGE",163177.37,"Not Verified","debt_consolidation","980xx",22.73,1,"Aug-98",2,14,0,30831,82.9,39
"124035",13500," 36 months",14.09,"B","B5","10+ years","MORTGAGE",54000,"Source Verified","debt_consolidation","907xx",18.16,1,"Apr-97",1,6,0,4924,30.2,23
"641558",3600," 36 months",13.99,"C","C4","6 years","OWN",18000,"Source Verified","other","799xx",34.33,1,"Oct-09",2,9,0,3621,54,17
"267311",15000," 60 months",16.29,"D","D2","7 years","MORTGAGE",75000,"Verified","other","711xx",21.74,2,"Jun-00",0,11,0,6790,61.2,29
"12499",17000," 36 months",11.49,"B","B4","10+ years","RENT",95000,"Not Verified","debt_consolidation","920xx",15.74,1,"Aug-95",0,15,0,21636,48.1,30
"266388",35000," 60 months",17.57,"D","D4","3 years","RENT",140000,"Verified","debt_consolidation","951xx",6.87,0,"Mar-03",1,8,1,21744,70.6,22
"405070",19000," 60 months",17.57,"D","D2","10+ years","MORTGAGE",1e+05,"Verified","debt_consolidation","100xx",4.2,0,"Mar-89",1,5,2,10593,73.1,12
"655582",7000," 36 months",12.29,"C","C1","5 years","OWN",39000,"Verified","debt_consolidation","127xx",12.65,0,"Mar-99",1,12,6,5078,61.9,30
"872613",12275," 36 months",14.99,"C","C5","10+ years","MORTGAGE",51534,"Not Verified","debt_consolidation","362xx",25.45,0,"Mar-99",0,12,1,5818,71,32
"857290",6500," 36 months",8.19,"A","A5","< 1 year","MORTGAGE",125000,"Not Verified","credit_card","945xx",20.9,0,"May-91",1,17,0,22691,75.6,36
"224511",20000," 36 months",10.74,"B","B2","5 years","RENT",60000,"Verified","debt_consolidation","551xx",19.79,0,"Nov-01",0,12,0,39776,65.6,19
"240104",6500," 36 months",6.03,"A","A1","10+ years","OWN",96000,"Not Verified","car","760xx",3.96,0,"Apr-95",0,10,0,4513,8.5,27
"319572",11325," 36 months",25.57,"F","F5","8 years","MORTGAGE",38000,"Verified","debt_consolidation","890xx",29.56,0,"Feb-93",1,22,0,34642,66.5,36
"815282",14000," 36 months",11.53,"B","B5","4 years","RENT",40000,"Verified","debt_consolidation","300xx",31.89,0,"Sep-74",0,5,1,11483,98.1,7
"11112",10000," 36 months",7.49,"A","A4","4 years","RENT",90000,"Not Verified","credit_card","949xx",10.65,0,"Dec-93",0,5,0,10474,71.7,20
"405154",10000," 36 months",12.49,"B","B4","2 years","MORTGAGE",110000,"Verified","credit_card","770xx",6.34,0,"Jun-06",1,22,0,14143,26.9,27
"130606",35000," 60 months",21,"E","E2","10+ years","MORTGAGE",150000,"Verified","debt_consolidation","951xx",17.63,0,"May-99",3,11,0,32830,13.7,34
