"","loan_amnt","term","int_rate","grade","sub_grade","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc"
"165760",16000," 36 months",10.16,"B","B1","4 years","MORTGAGE",64080,"Verified","debt_consolidation","201xx",8.34,0,"Oct-89",0,6,0,17978,39.7,17
"613943",11000," 36 months",12.69,"C","C2","10+ years","RENT",63000,"Verified","debt_consolidation","800xx",39.39,0,"Mar-03",0,11,0,14849,67.2,27
"602434",7200," 36 months",12.69,"C","C2","1 year","RENT",45000,"Verified","debt_consolidation","532xx",12.69,0,"Jun-98",1,21,0,8913,30.3,30
"554828",20000," 36 months",11.53,"B","B5","10+ years","MORTGAGE",132000,"Source Verified","other","127xx",9.69,0,"Jul-95",1,18,2,16877,41.9,25
"212008",18250," 36 months",16.29,"C","C5","7 years","MORTGAGE",70000,"Verified","debt_consolidation","062xx",6.43,0,"Oct-95",1,7,0,6918,61.2,21
"654921",7475," 36 months",19.19,"E","E3","10+ years","RENT",22000,"Verified","debt_consolidation","706xx",24.6,0,"May-97",0,9,1,6399,53.8,14
"60665",21000," 36 months",8.9,"A","A5","7 years","MORTGAGE",135000,"Source Verified","credit_card","780xx",21.31,0,"Jan-99",4,8,0,82009,70.1,19
"234731",12000," 60 months",12.39,"C","C1","1 year","RENT",50000,"Source Verified","debt_consolidation","430xx",22.64,0,"Sep-06",1,14,0,4977,41.8,34
"198779",3000," 36 months",14.33,"C","C1","10+ years","MORTGAGE",48000,"Source Verified","debt_consolidation","843xx",12.78,0,"Sep-93",1,11,0,12283,83,20
"130718",35000," 36 months",21.49,"E","E3","10+ years","RENT",80000,"Verified","debt_consolidation","152xx",18.42,0,"Apr-01",3,14,0,15300,85,25
"378603",2700," 36 months",18.24,"D","D5","3 years","MORTGAGE",30000,"Not Verified","debt_consolidation","191xx",15.32,0,"Jul-99",2,10,0,7557,76.3,17
"462222",13600," 60 months",14.98,"C","C3","7 years","RENT",59286.24,"Source Verified","debt_consolidation","146xx",23.06,0,"Mar-01",1,13,0,15074,85.2,36
"97721",24000," 60 months",15.22,"C","C3","10+ years","MORTGAGE",145000,"Verified","debt_consolidation","940xx",9.45,1,"Nov-96",0,9,0,25095,78.9,18
"352646",7025," 36 months",15.61,"D","D1","3 years","MORTGAGE",28000,"Not Verified","debt_consolidation","190xx",17.57,0,"Dec-05",0,15,0,2091,67.5,19
"601922",8000," 36 months",7.89,"A","A5","7 years","MORTGAGE",98000,"Verified","debt_consolidation","778xx",22.69,0,"Feb-02",1,12,1,11674,41.1,22
"307618",28000," 36 months",7.69,"A","A4","8 years","RENT",225000,"Source Verified","debt_consolidation","774xx",10.59,0,"Apr-93",1,9,0,15565,55.8,26
"782978",20000," 60 months",10.99,"B","B4","10+ years","MORTGAGE",61000,"Source Verified","credit_card","156xx",37.2,0,"Sep-96",0,30,0,20515,53.7,41
"732380",2000," 36 months",8.18,"B","B1","10+ years","MORTGAGE",70000,"Not Verified","debt_consolidation","325xx",17.64,0,"Jan-95",1,14,0,22208,40.3,32
"292072",11200," 36 months",7.12,"A","A3","10+ years","MORTGAGE",61000,"Not Verified","debt_consolidation","920xx",14.42,0,"Jan-98",0,9,0,10753,44.4,30
"610301",16250," 60 months",19.19,"E","E3","5 years","OWN",53000,"Source Verified","credit_card","061xx",13.29,0,"Apr-10",3,7,0,9827,57.5,9
"213622",10050," 36 months",13.99,"C","C1","1 year","RENT",36400,"Not Verified","other","113xx",1.81,0,"Mar-07",2,3,0,2176,43.5,6
"758289",8000," 36 months",7.89,"A","A5","6 years","RENT",105000,"Source Verified","debt_consolidation","606xx",17.13,0,"Jan-02",0,9,1,2354,35.7,23
"93159",29175," 60 months",20.31,"D","D5","10+ years","MORTGAGE",85000,"Source Verified","debt_consolidation","025xx",23.82,1,"Sep-93",2,12,0,34153,74.7,19
"744122",9600," 36 months",13.99,"C","C4","10+ years","OWN",20000,"Source Verified","credit_card","172xx",39.14,0,"Feb-92",0,5,0,27635,84,11
"573621",6500," 36 months",8.18,"B","B1","3 years","MORTGAGE",40000,"Source Verified","credit_card","981xx",20.73,1,"Apr-97",0,12,0,8422,66.8,18
"365996",21000," 60 months",20.99,"E","E4","6 years","MORTGAGE",170000,"Source Verified","other","296xx",8.08,0,"Nov-06",1,5,2,14982,54.9,20
"77930",7800," 36 months",14.3,"C","C1","10+ years","MORTGAGE",72800,"Verified","debt_consolidation","010xx",8.93,0,"Aug-89",3,7,1,5469,14.2,19
"793779",28000," 36 months",6.39,"A","A2","10+ years","MORTGAGE",120000,"Source Verified","home_improvement","774xx",17.97,1,"May-83",0,20,2,24167,58.5,31
"327347",24000," 36 months",7.12,"A","A3","10+ years","MORTGAGE",149000,"Source Verified","debt_consolidation","495xx",23.5,0,"Sep-92",0,14,0,32720,77.5,28
"41246",6000," 36 months",12.84,"C","C2","< 1 year","OTHER",85000,"Not Verified","home_improvement","928xx",12.16,0,"May-99",4,9,0,24364,63.8,19
"436765",14600," 60 months",23.43,"F","F1","1 year","RENT",36500,"Source Verified","debt_consolidation","189xx",28.81,0,"Dec-03",0,8,0,17926,55.3,9
"743725",35000," 60 months",16.55,"D","D2","10+ years","MORTGAGE",98500,"Verified","debt_consolidation","441xx",17.31,0,"Jan-91",1,13,1,20756,51.6,21
"113693",12250," 36 months",13.68,"C","C1","10+ years","RENT",35000,"Verified","credit_card","273xx",16.08,0,"Apr-02",3,6,0,21619,70.2,19
"115888",18000," 60 months",15.88,"C","C4","7 years","MORTGAGE",79000,"Verified","debt_consolidation","920xx",18.3,0,"Jan-05",1,12,0,13623,51.2,15
"495042",25000," 60 months",13.67,"C","C4","10+ years","MORTGAGE",110000,"Not Verified","other","945xx",13.97,0,"Mar-02",1,25,0,28655,55.7,46
"857350",24000," 36 months",8.67,"B","B1","10+ years","MORTGAGE",65000,"Source Verified","debt_consolidation","064xx",15.09,0,"Sep-91",1,13,0,21397,51.6,32
"531784",6000," 36 months",12.05,"C","C1","4 years","RENT",20000,"Source Verified","debt_consolidation","104xx",7.44,0,"Apr-11",1,8,0,4575,33.4,8
"496498",5000," 36 months",13.18,"C","C3","10+ years","RENT",35000,"Source Verified","other","112xx",15.88,0,"Jun-08",0,6,0,3390,27.3,8
"453789",10875," 60 months",14.98,"C","C3","10+ years","MORTGAGE",63000,"Source Verified","debt_consolidation","852xx",20.82,0,"Jun-02",1,14,0,8542,45.2,20
"754227",14400," 60 months",9.99,"B","B3","3 years","MORTGAGE",70000,"Not Verified","debt_consolidation","852xx",16.94,0,"Apr-01",1,9,0,37477,86.8,26
"408737",6500," 36 months",8.9,"A","A5","3 years","RENT",39000,"Verified","credit_card","956xx",5.97,0,"Nov-91",0,10,0,6335,36.2,23
"302106",4500," 36 months",10.99,"B","B3","n/a","MORTGAGE",15120,"Verified","debt_consolidation","117xx",9.21,0,"Aug-84",1,8,3,3032,14.4,26
"187070",9850," 36 months",14.33,"C","C1","10+ years","MORTGAGE",56000,"Not Verified","debt_consolidation","336xx",28.86,0,"Dec-77",0,15,0,21063,83.3,28
"298983",11200," 60 months",10.99,"B","B3","7 years","MORTGAGE",35000,"Source Verified","credit_card","767xx",11.69,0,"Sep-00",0,9,0,10987,61,12
"45400",14000," 36 months",10.99,"B","B2","10+ years","MORTGAGE",115000,"Not Verified","debt_consolidation","064xx",3.31,0,"May-00",2,5,0,13434,67.2,20
"422560",35000," 36 months",13.65,"C","C1","10+ years","MORTGAGE",198425.64,"Source Verified","debt_consolidation","995xx",11.29,0,"May-97",0,17,0,40110,54.2,25
"433117",10000," 60 months",20.49,"E","E2","2 years","MORTGAGE",80662,"Source Verified","debt_consolidation","254xx",26.72,0,"Oct-90",0,21,0,49234,84.9,32
"499623",16000," 60 months",15.41,"D","D1","3 years","RENT",32000,"Not Verified","credit_card","657xx",26.03,0,"Aug-09",1,25,0,14448,92,31
"360793",20000," 60 months",15.61,"D","D1","10+ years","MORTGAGE",60000,"Not Verified","debt_consolidation","928xx",25.55,0,"Jun-76",0,8,0,310346,67.8,20
"262600",20050," 60 months",19.99,"E","E3","10+ years","MORTGAGE",56000,"Source Verified","debt_consolidation","370xx",30.75,0,"Aug-05",1,9,0,14985,97.3,9
"834881",13000," 36 months",6.68,"A","A3","4 years","RENT",96000,"Not Verified","credit_card","117xx",8.78,0,"Oct-07",0,7,0,12121,57.4,14
"811432",12000," 60 months",15.61,"D","D1","3 years","MORTGAGE",34000,"Source Verified","credit_card","532xx",17.37,0,"Sep-99",1,9,0,12568,84.3,19
"587235",6950," 36 months",15.61,"D","D1","10+ years","MORTGAGE",44000,"Verified","credit_card","300xx",27.66,1,"Apr-93",1,9,0,5415,73.2,14
"598647",4000," 36 months",16.99,"D","D3","5 years","MORTGAGE",65000,"Source Verified","home_improvement","750xx",18.43,1,"Nov-99",3,10,0,10919,54.3,13
"572096",20325," 60 months",20.99,"E","E5","10+ years","MORTGAGE",70000,"Source Verified","debt_consolidation","484xx",13.27,0,"Oct-02",0,11,0,9773,49.1,21
"746034",16000," 36 months",10.99,"B","B4","1 year","RENT",70000,"Not Verified","debt_consolidation","601xx",18.54,1,"May-07",1,9,0,11738,74.8,25
"445603",25000," 36 months",12.85,"B","B4","6 years","MORTGAGE",115250,"Source Verified","credit_card","381xx",9.15,0,"Aug-04",0,8,0,14523,82.5,15
"820175",9100," 36 months",12.69,"C","C2","3 years","MORTGAGE",354000,"Verified","debt_consolidation","115xx",1.23,0,"Oct-98",3,12,2,2049,14.1,24
"687544",5000," 36 months",9.99,"B","B3","2 years","MORTGAGE",70000,"Not Verified","other","488xx",31.96,1,"Jan-98",0,14,0,5831,23,39
"135614",12000," 36 months",13.11,"B","B4","6 years","RENT",44000,"Not Verified","credit_card","495xx",8.86,0,"Jan-96",1,6,0,4918,76.8,19
"828075",14975," 36 months",18.84,"E","E2","1 year","RENT",104200,"Source Verified","debt_consolidation","070xx",3.27,0,"Oct-08",4,5,0,3908,41.1,10
"207364",35000," 36 months",18.49,"D","D2","10+ years","MORTGAGE",125000,"Verified","debt_consolidation","840xx",17.59,0,"Sep-85",2,10,0,65415,83.4,27
"366016",19500," 60 months",18.24,"D","D5","10+ years","MORTGAGE",70000,"Source Verified","home_improvement","125xx",18,0,"Dec-86",1,12,0,13700,71.4,35
"433285",10000," 36 months",13.65,"C","C1","4 years","MORTGAGE",150000,"Not Verified","home_improvement","201xx",11.98,0,"Feb-95",0,11,0,42870,85.7,34
"755827",5725," 36 months",12.29,"C","C1","3 years","RENT",74924,"Not Verified","credit_card","153xx",10.28,0,"Oct-08",0,4,0,5723,80.6,7
"730523",16000," 36 months",12.69,"C","C2","9 years","RENT",53000,"Not Verified","debt_consolidation","559xx",20.45,0,"Jan-11",0,5,0,6407,83.2,8
"393518",17000," 36 months",8.39,"A","A5","2 years","RENT",64000,"Verified","debt_consolidation","908xx",9.41,0,"Jul-99",0,9,0,5168,23.9,21
"76009",2500," 36 months",10.99,"B","B2","3 years","MORTGAGE",30000,"Source Verified","debt_consolidation","152xx",26.52,0,"Jan-96",0,12,0,21858,61.4,38
"745724",10050," 60 months",12.69,"C","C2","4 years","RENT",73000,"Source Verified","debt_consolidation","921xx",8.75,0,"Dec-01",1,12,0,15985,32.4,38
"788253",20500," 60 months",14.65,"C","C5","9 years","MORTGAGE",48000,"Source Verified","credit_card","129xx",25.4,0,"Feb-07",0,8,0,20919,54.1,16
"141983",3500," 36 months",19.72,"D","D5","1 year","RENT",18200,"Verified","debt_consolidation","216xx",21.36,0,"Jun-09",1,7,0,1481,34.4,9
"202031",10000," 60 months",19.05,"D","D4","5 years","RENT",44720,"Verified","debt_consolidation","346xx",28.39,0,"May-96",2,23,0,10067,27.5,36
"411951",16000," 36 months",8.9,"A","A5","2 years","MORTGAGE",139000,"Verified","debt_consolidation","224xx",25.67,1,"Nov-92",2,16,0,21072,68,46
"584115",14500," 36 months",7.89,"A","A5","6 years","OWN",107000,"Verified","credit_card","900xx",6.07,0,"Jan-73",1,6,0,6011,46.6,33
"775845",25000," 36 months",12.29,"C","C1","10+ years","MORTGAGE",84100,"Source Verified","debt_consolidation","782xx",12.21,0,"Jun-99",0,14,0,21492,61.6,22
"94261",24000," 36 months",16.78,"C","C5","10+ years","MORTGAGE",130000,"Verified","home_improvement","300xx",13.81,0,"Aug-00",3,17,0,21400,46.7,29
"755332",11850," 36 months",15.61,"D","D1","1 year","RENT",38000,"Not Verified","debt_consolidation","082xx",18.86,0,"Aug-11",2,9,0,5472,53,11
"797261",12000," 36 months",7.89,"A","A5","5 years","MORTGAGE",120000,"Not Verified","credit_card","218xx",7.11,0,"Aug-87",0,7,0,12583,74,17
"417530",17875," 36 months",12.49,"B","B4","7 years","MORTGAGE",1e+05,"Source Verified","debt_consolidation","957xx",6.98,1,"Oct-97",2,10,0,4261,30.2,27
"761930",7200," 36 months",6.39,"A","A2","10+ years","MORTGAGE",69000,"Not Verified","debt_consolidation","333xx",17.18,0,"Apr-99",1,10,1,3555,60.3,20
"526805",3200," 36 months",15.41,"D","D1","3 years","RENT",27000,"Source Verified","debt_consolidation","330xx",4.32,0,"Sep-11",0,6,0,2737,48,6
"45439",10000," 36 months",6.03,"A","A1","2 years","RENT",47000,"Not Verified","credit_card","631xx",26.92,0,"Aug-02",0,13,0,10946,39.2,23
"729690",15000," 36 months",19.19,"E","E3","10+ years","OWN",50000,"Verified","credit_card","925xx",22.25,1,"Nov-98",4,18,0,11162,48.7,34
"202798",5425," 36 months",8.9,"A","A5","2 years","MORTGAGE",40000,"Verified","credit_card","121xx",26.16,0,"Feb-02",0,7,0,5438,57.2,26
"513619",14775," 60 months",19.99,"E","E4","10+ years","MORTGAGE",55000,"Verified","credit_card","163xx",28.95,0,"May-93",2,17,0,12035,75.2,35
"244600",19200," 60 months",24.99,"F","F4","1 year","MORTGAGE",38500,"Source Verified","debt_consolidation","481xx",16.33,0,"Oct-09",1,11,0,184,2.3,14
"86695",13000," 36 months",7.62,"A","A3","3 years","MORTGAGE",55000,"Verified","credit_card","165xx",24.35,0,"Dec-01",0,10,0,10766,31.9,37
"786434",2950," 36 months",13.33,"C","C3","6 years","RENT",23000,"Not Verified","debt_consolidation","641xx",32.1,0,"Oct-00",1,10,0,4418,98.2,27
"111101",12000," 60 months",15.88,"C","C4","n/a","RENT",97000,"Verified","major_purchase","112xx",13.01,0,"Nov-98",0,14,0,28764,69,28
"652613",20000," 60 months",13.99,"C","C4","4 years","RENT",108000,"Not Verified","debt_consolidation","928xx",8.91,2,"Aug-02",0,5,0,14875,93.6,16
"619290",6000," 36 months",9.99,"B","B3","2 years","RENT",29000,"Source Verified","debt_consolidation","113xx",24.1,0,"Oct-10",0,13,0,5535,21.5,21
"298477",10550," 60 months",24.08,"F","F2","10+ years","RENT",52000,"Source Verified","debt_consolidation","933xx",19.08,3,"Feb-94",0,10,0,8116,77.3,32
"861190",28000," 60 months",9.49,"B","B2","10+ years","MORTGAGE",1e+05,"Source Verified","credit_card","112xx",26.18,0,"Aug-77",2,23,0,82587,47.3,36
"363666",13500," 60 months",12.49,"B","B5","4 years","RENT",50000,"Source Verified","debt_consolidation","163xx",20.18,0,"Oct-91",0,14,0,8435,91.7,19
"240437",10000," 60 months",12.39,"C","C1","6 years","OWN",73000,"Source Verified","debt_consolidation","559xx",23.85,0,"Nov-00",0,11,1,8334,71.8,25
"273920",7900," 36 months",18.24,"D","D5","3 years","RENT",75000,"Source Verified","debt_consolidation","114xx",17.38,3,"Sep-05",1,10,0,970,28.4,17
"249621",10000," 36 months",6.03,"A","A1","n/a","OWN",43200,"Verified","home_improvement","147xx",15.61,0,"Oct-93",0,11,0,23906,58,25
"4587",10800," 36 months",7.51,"A","A3","10+ years","MORTGAGE",51000,"Verified","home_improvement","342xx",17.06,0,"Jun-94",1,10,0,16811,28.8,32
"50914",6000," 36 months",14.98,"C","C3","n/a","MORTGAGE",63000,"Verified","small_business","840xx",21.94,1,"Feb-83",2,12,0,1264,7.1,32
"453016",35000," 36 months",14.98,"C","C3","< 1 year","MORTGAGE",95000,"Verified","debt_consolidation","554xx",27.16,0,"Jun-01",1,11,0,26998,95.1,29
"358429",10000," 60 months",11.67,"B","B4","10+ years","MORTGAGE",125000,"Not Verified","home_improvement","640xx",11.71,0,"Sep-97",1,11,0,28416,62.7,32
"411380",16000," 60 months",14.16,"C","C2","2 years","RENT",83000,"Verified","debt_consolidation","336xx",20.69,0,"Oct-01",1,16,0,9208,33.6,30
"279123",35000," 36 months",13.35,"C","C2","9 years","MORTGAGE",85000,"Verified","debt_consolidation","488xx",22.69,0,"Jun-00",0,13,0,32233,86.9,30
"885116",12000," 60 months",24.5,"F","F3","8 years","OWN",53000,"Verified","debt_consolidation","956xx",29.08,0,"Jan-83",0,12,0,10536,69.8,30
"339062",14000," 60 months",13.35,"C","C2","10+ years","RENT",80000,"Verified","debt_consolidation","673xx",9.05,1,"Sep-03",2,8,0,5535,25.9,22
"642971",7000," 36 months",6.89,"A","A3","8 years","MORTGAGE",60000,"Source Verified","credit_card","828xx",23.38,1,"Sep-92",0,12,0,4158,17.8,30
"298973",18900," 36 months",16.99,"D","D3","10+ years","RENT",42000,"Verified","credit_card","104xx",23.9,0,"Aug-99",0,14,1,25751,47.7,19
"209131",5900," 36 months",6.62,"A","A2","1 year","MORTGAGE",69000,"Not Verified","credit_card","633xx",5.69,0,"Aug-89",1,10,0,9900,25.1,32
"626039",27950," 60 months",18.25,"E","E1","6 years","RENT",64800,"Source Verified","debt_consolidation","902xx",31.22,0,"Aug-00",0,13,0,6925,58.7,23
"175713",15000," 36 months",14.09,"B","B5","< 1 year","RENT",40000,"Not Verified","debt_consolidation","952xx",9.45,0,"Apr-02",0,11,1,10099,47.4,19
"268575",35000," 60 months",15.61,"D","D1","5 years","OWN",140000,"Verified","debt_consolidation","840xx",15.72,0,"Dec-88",1,7,0,43227,80.2,26
"399332",22400," 60 months",12.99,"B","B5","8 years","MORTGAGE",130000,"Source Verified","debt_consolidation","220xx",25.51,0,"Mar-98",0,17,0,43828,84.1,41
"386291",11500," 36 months",9.17,"B","B1","10+ years","MORTGAGE",69000,"Not Verified","debt_consolidation","907xx",26.59,0,"Mar-94",0,20,0,26040,17,37
"690619",10000," 60 months",17.57,"D","D4","6 years","RENT",30000,"Source Verified","debt_consolidation","443xx",34.52,0,"Nov-99",1,15,1,7235,46.1,28
"218117",4000," 36 months",13.99,"C","C1","6 years","OWN",50000,"Not Verified","credit_card","980xx",13.54,0,"Feb-02",1,8,0,4156,66.4,18
"413369",35000," 60 months",21.18,"E","E3","10+ years","MORTGAGE",91615,"Verified","home_improvement","316xx",27.04,1,"Mar-95",1,11,2,14622,68.3,39
"195513",16000," 36 months",19.05,"D","D4","6 years","MORTGAGE",75000,"Verified","debt_consolidation","761xx",21.06,0,"Feb-01",3,13,0,18472,58.6,39
"716003",10000," 36 months",6.24,"A","A2","10+ years","MORTGAGE",60000,"Not Verified","debt_consolidation","212xx",25.28,0,"Dec-98",0,12,0,10103,32.6,29
"214477",21000," 36 months",13.11,"B","B4","5 years","MORTGAGE",1e+05,"Verified","debt_consolidation","080xx",18.55,0,"Sep-00",0,14,0,18443,60.5,33
"816860",5000," 36 months",6.68,"A","A3","10+ years","OWN",38000,"Not Verified","debt_consolidation","640xx",30.83,0,"Aug-96",0,17,0,6788,6.3,25
"297058",12175," 36 months",12.99,"C","C1","2 years","RENT",34000,"Verified","home_improvement","027xx",7.17,1,"Sep-00",0,4,0,8655,27.5,16
"405505",9600," 36 months",13.65,"C","C1","4 years","RENT",54000,"Source Verified","credit_card","948xx",29.42,0,"Nov-08",1,8,0,5375,109.7,12
"132724",13500," 36 months",15.31,"C","C2","2 years","MORTGAGE",80000,"Not Verified","credit_card","748xx",4.44,1,"Jan-95",0,8,0,5404,72.1,22
"384284",5000," 36 months",10.15,"B","B2","3 years","RENT",30000,"Source Verified","credit_card","850xx",9.2,0,"Jul-01",0,6,0,7725,94.2,22
"703512",14000," 36 months",9.17,"B","B2","10+ years","OWN",66812,"Not Verified","debt_consolidation","953xx",29.39,0,"Jun-86",1,23,0,9017,30.8,39
"588668",25000," 36 months",9.99,"B","B3","9 years","MORTGAGE",119800,"Verified","debt_consolidation","337xx",18.76,2,"Feb-01",0,15,0,10351,31.9,26
"843014",35000," 60 months",12.29,"C","C1","10+ years","OWN",1e+05,"Source Verified","debt_consolidation","029xx",14.4,1,"Aug-91",0,26,0,47627,34.5,45
"772354",24000," 36 months",6.39,"A","A2","8 years","MORTGAGE",132000,"Source Verified","home_improvement","480xx",14.23,0,"Oct-92",0,11,0,32810,57.4,28
"172655",8000," 36 months",17.27,"C","C5","8 years","RENT",47300,"Verified","debt_consolidation","262xx",26.59,0,"Jul-98",1,16,0,14825,95.6,20
"707646",5000," 36 months",7.89,"A","A5","< 1 year","RENT",50000,"Not Verified","debt_consolidation","171xx",29.06,1,"Jul-03",2,27,0,9228,20.6,43
"543955",16000," 36 months",12.59,"C","C2","10+ years","MORTGAGE",65000,"Source Verified","debt_consolidation","571xx",12.2,0,"Sep-05",1,7,0,16029,88.1,9
"735190",12000," 60 months",12.69,"C","C2","9 years","MORTGAGE",42000,"Source Verified","debt_consolidation","847xx",13.74,0,"Aug-02",1,5,1,11,0.1,31
"160378",16000," 36 months",8.9,"A","A5","1 year","RENT",84000,"Not Verified","credit_card","995xx",24.66,0,"Nov-03",0,10,0,13253,65.3,34
"572540",15000," 60 months",13.99,"C","C4","10+ years","RENT",60000,"Source Verified","debt_consolidation","085xx",14.96,0,"Oct-04",1,15,0,15130,60,19
"340165",20000," 36 months",17.57,"D","D4","7 years","MORTGAGE",60000,"Source Verified","debt_consolidation","301xx",10.96,0,"Jun-09",1,7,1,2169,63.8,10
"478596",7500," 36 months",7.89,"A","A5","5 years","RENT",52000,"Not Verified","moving","334xx",16.69,0,"Oct-89",2,4,1,3911,30,39
"43197",11500," 36 months",23.7,"F","F1","10+ years","RENT",39000,"Not Verified","debt_consolidation","146xx",28.12,0,"Aug-02",0,9,0,8480,76.4,14
"102877",15000," 60 months",24.5,"F","F3","n/a","RENT",50400,"Verified","other","926xx",20.26,0,"Jun-98",1,8,1,15782,68.6,13
"566850",8000," 36 months",12.29,"C","C1","10+ years","RENT",34918,"Source Verified","credit_card","809xx",19.87,0,"Oct-04",0,4,2,6207,79.6,6
"827795",14000," 60 months",8.18,"B","B1","2 years","MORTGAGE",1e+05,"Source Verified","debt_consolidation","017xx",21.56,0,"Jul-02",1,15,0,19361,47.5,25
"592887",15825," 36 months",10.99,"B","B4","10+ years","MORTGAGE",55000,"Verified","debt_consolidation","175xx",21.3,1,"Mar-91",1,13,0,15219,44.9,28
"795097",30000," 60 months",9.17,"B","B2","< 1 year","MORTGAGE",85000,"Verified","credit_card","480xx",18.35,1,"Nov-04",0,14,0,29821,52.9,23
"261054",15000," 60 months",17.86,"D","D5","10+ years","RENT",47500,"Verified","debt_consolidation","452xx",19.76,0,"Jul-02",0,11,0,11261,94.4,19
"308822",17000," 36 months",8.39,"A","A5","10+ years","MORTGAGE",145000,"Not Verified","credit_card","442xx",10.97,1,"May-84",1,11,0,90838,49.5,43
"499374",30000," 60 months",9.17,"B","B2","< 1 year","OWN",150000,"Source Verified","credit_card","088xx",19.48,1,"May-02",0,19,0,26578,80.1,37
"412900",10000," 36 months",7.9,"A","A4","1 year","RENT",70000,"Source Verified","credit_card","430xx",16.92,0,"May-02",0,10,1,12419,75.3,13
"779118",35000," 60 months",14.65,"C","C5","8 years","MORTGAGE",123168.99,"Verified","debt_consolidation","490xx",16.86,0,"Jan-88",0,19,0,27634,67.9,22
"499580",6000," 36 months",8.38,"B","B1","4 years","RENT",114624,"Source Verified","medical","930xx",13.82,0,"Oct-69",0,8,1,2403,28.6,22
"2839",12000," 36 months",6.62,"A","A2","9 years","MORTGAGE",105000,"Source Verified","credit_card","925xx",17.83,0,"Jul-88",0,14,0,37059,69.4,48
"787834",22575," 60 months",11.53,"B","B5","8 years","RENT",110000,"Verified","credit_card","112xx",28.91,0,"Jan-00",0,22,1,14770,71.7,51
"343148",12000," 60 months",14.99,"C","C5","10+ years","MORTGAGE",50000,"Not Verified","debt_consolidation","925xx",22.01,0,"Feb-06",0,8,0,12004,67.3,16
"289340",30000," 36 months",20.2,"E","E3","4 years","MORTGAGE",93500,"Verified","debt_consolidation","463xx",13.3,0,"Dec-83",0,12,0,21051,78,27
"781762",15000," 36 months",10.99,"B","B4","10+ years","RENT",86000,"Not Verified","debt_consolidation","223xx",9.77,3,"Jan-92",0,7,0,8482,29.7,12
"444649",10000," 60 months",19.22,"D","D4","6 years","RENT",35000,"Source Verified","debt_consolidation","802xx",30.14,0,"Mar-99",1,10,0,7916,68.2,13
"755196",20000," 60 months",13.99,"C","C4","8 years","RENT",63500,"Source Verified","debt_consolidation","600xx",12.34,0,"Nov-99",0,9,0,12015,77.5,18
"873906",33000," 36 months",8.67,"B","B1","10+ years","MORTGAGE",101000,"Verified","debt_consolidation","641xx",22.29,0,"Mar-01",0,22,0,42420,56.7,52
"632824",18000," 36 months",6.89,"A","A3","n/a","MORTGAGE",87000,"Verified","debt_consolidation","067xx",18.88,0,"Feb-85",0,17,0,22195,29.4,63
"836798",25200," 60 months",9.17,"B","B2","2 years","OWN",230000,"Source Verified","credit_card","020xx",14.74,0,"Jan-97",0,17,0,50838,75,35
"627824",13125," 36 months",24.99,"F","F4","8 years","OWN",27117,"Verified","moving","287xx",12.93,0,"Dec-93",2,8,2,1867,14.1,22
"464675",18000," 60 months",16.24,"C","C5","10+ years","MORTGAGE",65109,"Verified","debt_consolidation","120xx",24.5,0,"Aug-94",1,13,1,13026,42.6,32
"184070",7200," 36 months",10.16,"B","B1","6 years","OWN",50000,"Source Verified","debt_consolidation","070xx",18.36,0,"Sep-02",0,14,0,5712,25.5,21
"733758",1300," 36 months",7.26,"A","A4","< 1 year","RENT",80000,"Not Verified","major_purchase","566xx",14.03,1,"Sep-98",0,10,0,26380,74.5,26
"771675",20000," 36 months",9.17,"B","B2","10+ years","OWN",160000,"Source Verified","credit_card","112xx",14.12,0,"Nov-96",1,9,0,277418,86.5,18
"53022",8000," 36 months",12.99,"B","B4","n/a","RENT",33584,"Verified","credit_card","125xx",8.26,1,"Jul-99",1,9,1,4321,50.8,18
"21336",24000," 36 months",6.54,"A","A4","9 years","MORTGAGE",130104,"Verified","debt_consolidation","443xx",15.09,0,"Sep-97",1,12,0,33478,9.3,36
"98956",8000," 36 months",15.22,"C","C3","3 years","RENT",40000,"Not Verified","debt_consolidation","598xx",21,0,"Apr-02",1,11,0,6752,73.4,18
"789857",10000," 36 months",9.17,"B","B2","10+ years","RENT",75000,"Not Verified","debt_consolidation","115xx",9.78,0,"Jul-93",2,8,0,10994,55,30
"657175",27000," 60 months",16.99,"D","D3","9 years","MORTGAGE",90000,"Not Verified","credit_card","071xx",21.63,0,"Apr-00",1,15,0,17949,61.7,30
"696500",30000," 60 months",10.99,"B","B4","1 year","RENT",75000,"Verified","credit_card","229xx",19.17,0,"Dec-87",0,9,2,28058,37.5,21
"331286",3000," 36 months",12.99,"C","C1","3 years","MORTGAGE",65000,"Not Verified","car","760xx",4.71,0,"Sep-01",1,12,1,1253,5.6,17
"27589",6500," 36 months",14.72,"C","C5","3 years","RENT",23000,"Source Verified","medical","939xx",21.13,0,"Sep-06",0,4,0,4779,46,5
"786985",7800," 36 months",10.99,"B","B4","3 years","OWN",110000,"Verified","debt_consolidation","207xx",12.24,0,"Dec-93",1,12,2,5561,27.8,25
"99710",3675," 36 months",12.35,"B","B4","2 years","RENT",35000,"Source Verified","house","299xx",8.36,0,"Feb-02",0,9,0,4638,55.9,15
